title,year,film_url,user_rating,annotation
Star Wars - Le Réveil de la Force,2015,https://www.senscritique.com/film/star_wars_le_reveil_de_la_force/8194088,6/10,Je pense qu'il sera de bon ton de dire que ce film est supérieur à ceux de la prélogie... et pourtant je ne le pense pas :-/
"Charlie, les filles lui disent merci",2007,https://www.senscritique.com/film/charlie_les_filles_lui_disent_merci/439534,5/10,
Triangle,2009,https://www.senscritique.com/film/triangle/435411,6/10,
Hippocrate,2014,https://www.senscritique.com/film/hippocrate/11175472,7/10,
Jupiter - Le Destin de l'univers,2015,https://www.senscritique.com/film/jupiter_le_destin_de_l_univers/438419,6/10,
Un moment d’égarement,2015,https://www.senscritique.com/film/un_moment_degarement/12015503,6/10,
L'Inconnu du Nord-Express,1951,https://www.senscritique.com/film/l_inconnu_du_nord_express/394340,7/10,
Le Nouveau Stagiaire,2015,https://www.senscritique.com/film/le_nouveau_stagiaire/12549150,6/10,
The Green Inferno,2013,https://www.senscritique.com/film/the_green_inferno/9202456,5/10,
Autopsie d'un meurtre,1959,https://www.senscritique.com/film/autopsie_d_un_meurtre/487417,8/10,"J'adore James Stewart, ce grand échalas toujours un peu vouté et à la diction si particulière!!! Ici il fait des merveilles en avocat cabotin."
La Jetée,1962,https://www.senscritique.com/film/la_jetee/417017,8/10,"Ah cet étrange objet de culte qu'est ""La Jetée""..."
The Grand Budapest Hotel,2014,https://www.senscritique.com/film/the_grand_budapest_hotel/497643,8/10,Tout ce que devrait être le cinéma populaire selon moi.
Sicario,2015,https://www.senscritique.com/film/sicario/10643331,7/10,Décevant :-(
L'Homme irrationnel,2015,https://www.senscritique.com/film/l_homme_irrationnel/13185995,7/10,
L'Homme qui en savait trop,1956,https://www.senscritique.com/film/l_homme_qui_en_savait_trop/366104,7/10,
The Assassin,2015,https://www.senscritique.com/film/the_assassin/10826925,9/10,
La vie est belle,1946,https://www.senscritique.com/film/la_vie_est_belle/434210,9/10,
