title,year,film_url,user_rating,annotation
Don't Breathe : La Maison des ténèbres,2016,https://www.senscritique.com/film/don_t_breathe_la_maison_des_tenebres/20259847,6/10,
Pearl,2022,https://www.senscritique.com/film/pearl/46885483,4/10,
Don't Breathe 2,2021,https://www.senscritique.com/film/don_t_breathe_2/23587702,4/10,
La Nuit du 12,2022,https://www.senscritique.com/film/la_nuit_du_12/45395176,7/10,
Menteur,2022,https://www.senscritique.com/film/menteur/44862841,4/10,
La French,2014,https://www.senscritique.com/film/la_french/10736169,6/10,
The Suicide Squad,2021,https://www.senscritique.com/film/the_suicide_squad/21805085,5/10,
Barbaque,2021,https://www.senscritique.com/film/barbaque/42776448,4/10,
Weird: The Al Yankovic Story,2022,https://www.senscritique.com/film/weird_the_al_yankovic_story/46684308,5/10,
Raging Fire,2021,https://www.senscritique.com/film/raging_fire/31742777,6/10,
Nope,2022,https://www.senscritique.com/film/nope/45223748,5/10,
Armageddon Time,2022,https://www.senscritique.com/film/armageddon_time/39570714,7/10,Captivant dans sa première moitié
Escape from Mogadishu,2021,https://www.senscritique.com/film/escape_from_mogadishu/44882812,6/10,
Korean Fried Chicken,2019,https://www.senscritique.com/film/korean_fried_chicken/32656898,6/10,
Nymphomaniac - Volume 1,2013,https://www.senscritique.com/film/nymphomaniac_volume_1/478966,7/10,
Smile,2022,https://www.senscritique.com/film/smile/47740832,5/10,
Camille redouble,2012,https://www.senscritique.com/film/camille_redouble/483305,6/10,
The Bay,2012,https://www.senscritique.com/film/the_bay/8109849,6/10,Des années que je souhaitais voir ce film sans jamais réussir à mettre la main dessus :-( Un foundfootage assez gore et plutôt divertissant.
