title,year,film_url,user_rating,annotation
Avatar - De Feu et de Cendres,,https://www.senscritique.com/film/avatar_de_feu_et_de_cendres/402589,,
Les Misérables,1958,https://www.senscritique.com/film/les_miserables/434076,7/10,
À couteaux tirés,2019,https://www.senscritique.com/film/a_couteaux_tires/36462569,6/10,
Jojo Rabbit,2019,https://www.senscritique.com/film/jojo_rabbit/31516630,7/10,
Les Misérables,1982,https://www.senscritique.com/film/les_miserables/1057080,6/10,
La Vérité,2019,https://www.senscritique.com/film/la_verite/34269993,6/10,Intéressant questionnement sur la maternité et la relation mère/fille. Malheureusement le film manque un peu d'intensité en restant un peu superficiel.
Midway,2019,https://www.senscritique.com/film/midway/25358309,3/10,La négation du cinéma !!
The Gentlemen,2020,https://www.senscritique.com/film/the_gentlemen/32912175,6/10,
Évasion,2013,https://www.senscritique.com/film/evasion/362378,4/10,
"Mon beau-père, mes parents et moi",2004,https://www.senscritique.com/film/mon_beau_pere_mes_parents_et_moi/488707,5/10,
Togo,2019,https://www.senscritique.com/film/togo/38710401,6/10,
L'Appel de la forêt,2020,https://www.senscritique.com/film/l_appel_de_la_foret/35851578,5/10,
Le Cœur des hommes 2,2007,https://www.senscritique.com/film/le_coeur_des_hommes_2/391219,5/10,
La Plateforme,2019,https://www.senscritique.com/film/la_plateforme/40446750,6/10,
The Whistleblower,2019,https://www.senscritique.com/film/the_whistleblower/39712852,4/10,Étrange que lorsque les Chinois tentent de faire des films à la portée internationale tant de choses sonnent si faux.
Coyote Girls,2000,https://www.senscritique.com/film/coyote_girls/430689,4/10,
Shin Godzilla,2016,https://www.senscritique.com/film/shin_godzilla/14101439,7/10,
"First Love, le dernier Yakuza",2019,https://www.senscritique.com/film/first_love_le_dernier_yakuza/39309816,7/10,
The Mermaid,2016,https://www.senscritique.com/film/the_mermaid/11897757,6/10,
Le Marin des mers de Chine,1983,https://www.senscritique.com/film/le_marin_des_mers_de_chine/414996,7/10,
Jiang Hu - La Mariée aux cheveux blancs,1993,https://www.senscritique.com/film/jiang_hu_la_mariee_aux_cheveux_blancs/496233,7/10,"Entre son gore assumé et certaines scènes lorgnant vers la série des ""Sex and Zen"", ce wu xia pian tire sérieusement vers le bis :-)"
Le Marin des mers de Chine 2,1987,https://www.senscritique.com/film/le_marin_des_mers_de_chine_2/476861,6/10,
Invisible Man,2020,https://www.senscritique.com/film/invisible_man/19907244,6/10,
King Guillaume,2009,https://www.senscritique.com/film/king_guillaume/454871,5/10,
Tout là-haut,2017,https://www.senscritique.com/film/tout_la_haut/21326346,4/10,
Deux moi,2019,https://www.senscritique.com/film/deux_moi/37754217,6/10,
Sibyl,2019,https://www.senscritique.com/film/sibyl/35926753,5/10,
De Gaulle,2020,https://www.senscritique.com/film/de_gaulle/40783098,4/10,
Les Traducteurs,2019,https://www.senscritique.com/film/les_traducteurs/30824848,6/10,
Invisible Target,2007,https://www.senscritique.com/film/invisible_target/440804,6/10,"En hommage à Benny Chan dont j'avais beaucoup apprécié le ""New Police Story)."
Mignonnes,2020,https://www.senscritique.com/film/mignonnes/25023850,8/10,
Palm Springs,2020,https://www.senscritique.com/film/palm_springs/40913191,7/10,
Brutus vs. César,2020,https://www.senscritique.com/film/brutus_vs_cesar/39517641,4/10,
Portrait de la jeune fille en feu,2019,https://www.senscritique.com/film/portrait_de_la_jeune_fille_en_feu/35350284,6/10,
Tenet,2020,https://www.senscritique.com/film/tenet/38918801,8/10,
Le Crime de l'Orient-Express,2017,https://www.senscritique.com/film/le_crime_de_l_orient_express/19673643,4/10,Une belle coquille malheureusement bien vide :-/ Film sans âme et sans atmosphère.
Peninsula,2020,https://www.senscritique.com/film/peninsula/36186120,5/10,
Ryuzo 7,2015,https://www.senscritique.com/film/ryuzo_7/12753186,6/10,
The Spy Gone North,2018,https://www.senscritique.com/film/the_spy_gone_north/32108613,7/10,
Terminator : Dark Fate,2019,https://www.senscritique.com/film/terminator_dark_fate/12752908,5/10,
#JeSuisLà,2020,https://www.senscritique.com/film/jesuisla/36534648,7/10,
On the Rocks,2020,https://www.senscritique.com/film/on_the_rocks/38903957,5/10,
Connectés,2020,https://www.senscritique.com/film/connectes/43225876,4/10,
Shazam!,2019,https://www.senscritique.com/film/shazam/398873,6/10,
Hacker,2015,https://www.senscritique.com/film/hacker/9118502,6/10,
Tout simplement noir,2020,https://www.senscritique.com/film/tout_simplement_noir/40362776,5/10,
Dreamcatcher : L'Attrape-rêves,2003,https://www.senscritique.com/film/dreamcatcher_l_attrape_reves/464655,4/10,
Greenland - Le Dernier refuge,2020,https://www.senscritique.com/film/greenland_le_dernier_refuge/33588762,6/10,
"Ma belle-famille, Noël et moi",2020,https://www.senscritique.com/film/ma_belle_famille_noel_et_moi/38810107,6/10,
La Nuit venue,2020,https://www.senscritique.com/film/la_nuit_venue/41060305,7/10,
La Fille au bracelet,2020,https://www.senscritique.com/film/la_fille_au_bracelet/37781997,7/10,
Jumanji - Next Level,2019,https://www.senscritique.com/film/jumanji_next_level/29968414,6/10,
Star Wars - L'Ascension de Skywalker,2019,https://www.senscritique.com/film/star_wars_l_ascension_de_skywalker/8277496,5/10,
The Greatest Showman,2017,https://www.senscritique.com/film/the_greatest_showman/13051113,7/10,
Insomnia,2002,https://www.senscritique.com/film/insomnia/461694,6/10,
Following (Le Suiveur),1999,https://www.senscritique.com/film/following_le_suiveur/382251,6/10,
Les Aristochats,1970,https://www.senscritique.com/film/les_aristochats/418945,7/10,
L'homme qui voulait contacter les extraterrestres,2020,https://www.senscritique.com/film/l_homme_qui_voulait_contacter_les_extraterrestres/42787474,5/10,
Minuit dans l'univers,2020,https://www.senscritique.com/film/minuit_dans_l_univers/41382516,4/10,
