title,year,film_url,user_rating,annotation
Les 8 Salopards,2015,https://www.senscritique.com/film/les_8_salopards/10750147,7/10,
Made in France,2016,https://www.senscritique.com/film/made_in_france/16060771,6/10,"Un film qui manque d'envergure et d'ambition, mais qui au regard de l'actualité reste très intéressant."
Monsieur Papa,2011,https://www.senscritique.com/film/monsieur_papa/420899,6/10,"Kad Merad bon et sobre, le gamin et mignon et on a pas envie de la baffer après 2 scènes et Michèle Laroque fait le job."
Les Nouvelles Aventures d'Aladin,2015,https://www.senscritique.com/film/les_nouvelles_aventures_d_aladin/11427738,5/10,
Manuel de survie à l'apocalypse zombie,2015,https://www.senscritique.com/film/manuel_de_survie_a_l_apocalypse_zombie/10488751,4/10,Un DTV qui fait pâle figure à coté des réussites du genre.
Je suis à vous tout de suite,2015,https://www.senscritique.com/film/je_suis_a_vous_tout_de_suite/13412547,6/10,"Intégration, malaise des banlieues, refuge identitaire, le tout dans une comédie douce amère. Surprenant."
La Nuit au musée 2,2009,https://www.senscritique.com/film/la_nuit_au_musee_2/398278,6/10,"Un film certes pour les enfants mais qui fourmille d'idées. A une époque où un film peut se faire sur une demi idée, c'est plutôt agréable."
Le Voyage d'Arlo,2015,https://www.senscritique.com/film/le_voyage_d_arlo/368802,6/10,Un premier tiers charmant à défaut d'être original puis du vu vu et revu.
Infini,2015,https://www.senscritique.com/film/infini/13365772,5/10,
Prédestination,2014,https://www.senscritique.com/film/predestination/10876674,7/10,"Un film qui marque les esprits par son scénario ""mind blowing""."
Timbuktu,2014,https://www.senscritique.com/film/timbuktu/11173671,7/10,Ubuesque.
Lolo,2015,https://www.senscritique.com/film/lolo/11857937,6/10,
The Night Before : Secret Party,2015,https://www.senscritique.com/film/the_night_before_secret_party/12536896,6/10,"Jonathan Levine à le mérite de faire des pop-corn movies fins et parfois originaux (""All the boys love Mandy Lane"", ""50/50"", ""Warm bodies"")."
Tigre et Dragon 2,2016,https://www.senscritique.com/film/tigre_et_dragon_2/9927704,5/10,"C'est triste que ce magnifique film qu'était ""Crouching Tiger, Hidden Dragon"", qui avait fait découvrir un genre au grand publique, se voit affubler de ce genre de suite."
Kurt Cobain: Montage of Heck,2015,https://www.senscritique.com/film/kurt_cobain_montage_of_heck/13003515,8/10,"Un ""must have seen"" pour tous les fans de Nirvana, bien supérieur par exemple au triste ""Kurt & Courtney""."
À vif !,2015,https://www.senscritique.com/film/a_vif/11899387,6/10,"Un film mignon. De beaux acteurs, de jolis décors, rien d'agressif... le parfait film du dimanche soir."
Ex Machina,2015,https://www.senscritique.com/film/ex_machina/10713376,7/10,Un film envoutant mais qui échoue (peut-être) à être plus qu'un huis-clos psychologique.
La 5ème Vague,2016,https://www.senscritique.com/film/la_5eme_vague/12727085,4/10,
Une bataille après l'autre,,https://www.senscritique.com/film/une_bataille_apres_l_autre/72691307,,
Avatar - De Feu et de Cendres,,https://www.senscritique.com/film/avatar_de_feu_et_de_cendres/402589,,
Monk Comes Down the Mountain,2015,https://www.senscritique.com/film/monk_comes_down_the_mountain/11868483,5/10,
The Revenant,2015,https://www.senscritique.com/film/the_revenant/11166540,8/10,
The Beauty Inside,2015,https://www.senscritique.com/film/the_beauty_inside/16526603,7/10,
The Signal,2014,https://www.senscritique.com/film/the_signal/10697858,5/10,Le genre de film au pitch génial.
Batman v Superman - L'Aube de la Justice,2016,https://www.senscritique.com/film/batman_v_superman_l_aube_de_la_justice/8863802,7/10,Si l'on juge ce film à la perspective du coté ultra casse-gueule du projet c'est une réussite.
Diversion,2015,https://www.senscritique.com/film/diversion/8338706,6/10,Mouais. 6 parce que c'est plutôt agréable a regarder à l'instar de son duo d'acteur.
Babysitting 2,2015,https://www.senscritique.com/film/babysitting_2/15063218,6/10,"C'est léger, sans prétention, on retrouve avec un plaisir coupable les héros très cons du premier et c'est même parfois drôle."
American Ultra,2015,https://www.senscritique.com/film/american_ultra/11222684,5/10,
Friday Night Lights,2004,https://www.senscritique.com/film/friday_night_lights/433815,6/10,Difficile de faire une film sportif qui ferait la part belle aux scènes de matchs et qui proposerait également des rôles bien écrits et profond.
Comment c'est loin,2015,https://www.senscritique.com/film/comment_c_est_loin/15396384,7/10,
Deadpool,2016,https://www.senscritique.com/film/deadpool/362143,6/10,"La part belle est faite aux punchlines dans cette ""action comedy""."
"Batman : The Dark Knight Returns, partie 1",2012,https://www.senscritique.com/film/batman_the_dark_knight_returns_partie_1/447472,5/10,Le genre de film au pitch génial.
"Batman : The Dark Knight Returns, partie 2",2013,https://www.senscritique.com/film/batman_the_dark_knight_returns_partie_2/1324800,5/10,Le genre de film au pitch génial.
Spotlight,2015,https://www.senscritique.com/film/spotlight/16001303,7/10,"Une histoire vraie, un scandale, une enquête au long cours, un casting alléchant... et cependant on peine à rentrer vraiment dedans."
Pension complète,2015,https://www.senscritique.com/film/pension_complete/16497371,4/10,Des esquisses de bonnes idées pas ou mal exploité et deux stars qui cachetonnent...
10 Cloverfield Lane,2016,https://www.senscritique.com/film/10_cloverfield_lane/15852894,5/10,"Des incohérences, une tension factice, un arc scénaristique laissé en suspend et une fin qui ne sauve rien."
La Malédiction,1976,https://www.senscritique.com/film/la_malediction/380215,6/10,Un classique qui n'ait plus aussi efficace qu'au temps de sa grandeur (mais l'a-t-il déjà été?).
Les Gorilles,2015,https://www.senscritique.com/film/les_gorilles/10949874,3/10,"Ce film ne sert à rien :-( En permanence la cul entre deux chaises, mi comédie burlesque mi polar sérieux."
The Place Beyond the Pines,2012,https://www.senscritique.com/film/the_place_beyond_the_pines/417811,7/10,"Un casting à faire rougir de plaisir, Ryan Gosling, Bradley Cooper, Eva Mendes (méconnaissable!), Ray Liotta, Ben Mendelsohn, Rose Byrne, Dane DeHaan (le DiCaprio du XXIème siècle)..."
Rush Hour 3,2007,https://www.senscritique.com/film/rush_hour_3/463894,6/10,
En approchant l'inconnu,2016,https://www.senscritique.com/film/en_approchant_l_inconnu/10839200,5/10,
Warcraft : Le Commencement,2016,https://www.senscritique.com/film/warcraft_le_commencement/379920,6/10,
Les Rayures du zèbre,2014,https://www.senscritique.com/film/les_rayures_du_zebre/10544293,6/10,
Conjuring 2 - Le Cas Enfield,2016,https://www.senscritique.com/film/conjuring_2_le_cas_enfield/10320828,6/10,
Une famille à louer,2015,https://www.senscritique.com/film/une_famille_a_louer/12588345,5/10,"Une romcom avec Benoît Poelvoorde et la Meg Ryan francophone, j'achète!"
Dernier train pour Busan,2016,https://www.senscritique.com/film/dernier_train_pour_busan/20666236,6/10,
The Player,1992,https://www.senscritique.com/film/the_player/460167,7/10,
The Witch,2016,https://www.senscritique.com/film/the_witch/12936903,7/10,
Rosalie Blum,2016,https://www.senscritique.com/film/rosalie_blum/13467049,6/10,
Scream Girl,2015,https://www.senscritique.com/film/scream_girl/11320766,5/10,Le genre de film au pitch génial.
Adopte un veuf,2016,https://www.senscritique.com/film/adopte_un_veuf/19179914,6/10,
L'Etudiante et Monsieur Henri,2015,https://www.senscritique.com/film/l_etudiante_et_monsieur_henri/17099217,7/10,
Instinct de survie,2016,https://www.senscritique.com/film/instinct_de_survie/17309087,6/10,
Cell Phone,2016,https://www.senscritique.com/film/cell_phone/8462710,7/10,
Nous trois ou rien,2015,https://www.senscritique.com/film/nous_trois_ou_rien/12713494,7/10,
Café Society,2016,https://www.senscritique.com/film/cafe_society/15508491,6/10,
Deepwater,2016,https://www.senscritique.com/film/deepwater/12737245,7/10,
La Fille du train,2016,https://www.senscritique.com/film/la_fille_du_train/17060937,5/10,
Bienvenue à Marly-Gomont,2016,https://www.senscritique.com/film/bienvenue_a_marly_gomont/19991446,6/10,
Horns,2013,https://www.senscritique.com/film/horns/8109787,6/10,
Premier Contact,2016,https://www.senscritique.com/film/premier_contact/11134569,7/10,
L'Apprenti Sorcier,2010,https://www.senscritique.com/film/l_apprenti_sorcier/481038,5/10,
Snowden,2016,https://www.senscritique.com/film/snowden/11473874,7/10,
La Dame en Noir 2 : L'Ange de la Mort,2015,https://www.senscritique.com/film/la_dame_en_noir_2_l_ange_de_la_mort/468989,5/10,
Stardust - Le Mystère de l'Étoile,2007,https://www.senscritique.com/film/stardust_le_mystere_de_l_etoile/400517,7/10,
À la merveille,2013,https://www.senscritique.com/film/a_la_merveille/368309,7/10,
