title,year,film_url,user_rating,annotation
Les Cendres du temps - Redux,2008,https://www.senscritique.com/film/les_cendres_du_temps_redux/24775740,7/10,"Version ""longue"" de 55 minutes."
Time,2006,https://www.senscritique.com/film/time/479987,7/10,"Version ""longue"" de 55 minutes."
Civil War,2024,https://www.senscritique.com/film/civil_war/46283219,7/10,
A Slice of Lynch,2007,https://www.senscritique.com/film/a_slice_of_lynch/12287526,7/10,"Version ""longue"" de 55 minutes."
Comme un lundi,2022,https://www.senscritique.com/film/comme_un_lundi/55687400,6/10,
Sous la Seine,2024,https://www.senscritique.com/film/sous_la_seine/38913736,4/10,
Pas de vagues,2024,https://www.senscritique.com/film/pas_de_vagues/55808703,6/10,
Hit Man,2023,https://www.senscritique.com/film/hit_man/51287803,4/10,
Sentinelle,2023,https://www.senscritique.com/film/sentinelle/22466766,5/10,
Mars Express,2023,https://www.senscritique.com/film/mars_express/38908170,7/10,
Furiosa - Une saga Mad Max,2024,https://www.senscritique.com/film/furiosa_une_saga_mad_max/438223,7/10,
Eye for an Eye,2022,https://www.senscritique.com/film/eye_for_an_eye/56031027,6/10,
Dredd,2012,https://www.senscritique.com/film/dredd/388781,6/10,
Lock Out,2012,https://www.senscritique.com/film/lock_out/378425,3/10,
Le Flic de Beverly Hills - Axel F.,2024,https://www.senscritique.com/film/le_flic_de_beverly_hills_axel_f/496880,4/10,
Sans un bruit - Jour 1,2024,https://www.senscritique.com/film/sans_un_bruit_jour_1/44867521,5/10,
The Silence,2019,https://www.senscritique.com/film/the_silence/39069750,5/10,
"Un éléphant, ça trompe énormément",1976,https://www.senscritique.com/film/un_elephant_ca_trompe_enormement/439973,6/10,
Zen of Sword,1992,https://www.senscritique.com/film/zen_of_sword/12971875,4/10,
People Are Amazing - Making « The Whale »,2023,https://www.senscritique.com/film/people_are_amazing_making_the_whale/55408441,,Non noté.
Coherence,2013,https://www.senscritique.com/film/coherence/10771463,6/10,
Heureux gagnants,2024,https://www.senscritique.com/film/heureux_gagnants/68306416,5/10,
Immaculée,2024,https://www.senscritique.com/film/immaculee/74451631,5/10,
Cocorico,2024,https://www.senscritique.com/film/cocorico/52867297,5/10,
Mon inconnue,2019,https://www.senscritique.com/film/mon_inconnue/33812459,6/10,
MaXXXine,2024,https://www.senscritique.com/film/maxxxine/51219608,3/10,
Full River Red,2023,https://www.senscritique.com/film/full_river_red/54180431,4/10,"2 tiers très sympa, à la fois whodunit et buddy movie faisant la part belle à la comédie. Puis un dernier tiers grandiloquent et à l'émotion surjouée."
Kinds of Kindness,2024,https://www.senscritique.com/film/kinds_of_kindness/51451175,6/10,
Twisters,2024,https://www.senscritique.com/film/twisters/21601518,4/10,"Film qui n'offre pas grand chose, à part Glen Powell et un sosie non officiel de Stephen Curry."
Dersou Ouzala,1975,https://www.senscritique.com/film/dersou_ouzala/479434,7/10,
Jackpot!,2024,https://www.senscritique.com/film/jackpot/55420726,4/10,
La Légende de l'aigle chasseur de héros,1993,https://www.senscritique.com/film/la_legende_de_l_aigle_chasseur_de_heros/370014,7/10,
Trap,2024,https://www.senscritique.com/film/trap/55069621,6/10,
The Killer,2024,https://www.senscritique.com/film/the_killer/49756824,4/10,
Alien: Romulus,2024,https://www.senscritique.com/film/alien_romulus/46778273,6/10,
City of Darkness,2024,https://www.senscritique.com/film/city_of_darkness/46885565,7/10,
Blind War,2022,https://www.senscritique.com/film/blind_war/48034604,4/10,
Ninja Turtles - Teenage Years,2023,https://www.senscritique.com/film/ninja_turtles_teenage_years/38903909,6/10,
Speak No Evil,2024,https://www.senscritique.com/film/speak_no_evil/55732554,6/10,
Le Comte de Monte-Cristo,2024,https://www.senscritique.com/film/le_comte_de_monte_cristo/43518594,7/10,
Megalopolis,2024,https://www.senscritique.com/film/megalopolis/39074394,4/10,
Un p'tit truc en plus,2024,https://www.senscritique.com/film/un_p_tit_truc_en_plus/68714144,6/10,
Les Chansons d'amour,2007,https://www.senscritique.com/film/les_chansons_d_amour/459782,4/10,"Film qui n'offre pas grand chose, à part Glen Powell et un sosie non officiel de Stephen Curry."
Incendies,2010,https://www.senscritique.com/film/incendies/406105,8/10,
Loups-garous,2024,https://www.senscritique.com/film/loups_garous/56657984,3/10,
Don't Move,2024,https://www.senscritique.com/film/don_t_move/57171053,4/10,"Film qui n'offre pas grand chose, à part Glen Powell et un sosie non officiel de Stephen Curry."
La Malédiction - L’Origine,2024,https://www.senscritique.com/film/la_malediction_lorigine/50814723,4/10,
Damien -  La Malédiction II,1978,https://www.senscritique.com/film/damien_la_malediction_ii/467448,5/10,
La Malédiction finale,1981,https://www.senscritique.com/film/la_malediction_finale/444454,4/10,
Les Griffes de la nuit,1984,https://www.senscritique.com/film/les_griffes_de_la_nuit/432205,6/10,
La Revanche de Freddy,1985,https://www.senscritique.com/film/la_revanche_de_freddy/371862,6/10,
Polytechnique,2009,https://www.senscritique.com/film/polytechnique/363401,7/10,
Vice-versa 2,2024,https://www.senscritique.com/film/vice_versa_2/51167787,5/10,
Freddy 3 - Les Griffes du cauchemar,1987,https://www.senscritique.com/film/freddy_3_les_griffes_du_cauchemar/379731,4/10,
Eye for an Eye 2,2024,https://www.senscritique.com/film/eye_for_an_eye_2/76871060,6/10,
Chroniques chinoises,2024,https://www.senscritique.com/film/chroniques_chinoises/87385682,7/10,
Deliver Us from Evil,2020,https://www.senscritique.com/film/deliver_us_from_evil/42252074,6/10,
Pique-nique à Hanging Rock,1975,https://www.senscritique.com/film/pique_nique_a_hanging_rock/455755,6/10,
Le Pacha,1968,https://www.senscritique.com/film/le_pacha/477317,7/10,
Week-end à Taipei,2024,https://www.senscritique.com/film/week_end_a_taipei/74519344,3/10,
The Fall Guy,2024,https://www.senscritique.com/film/the_fall_guy/49641697,6/10,
"Sonic 3, le film",2024,https://www.senscritique.com/film/sonic_3_le_film/46598529,5/10,
