title,year,film_url,user_rating,annotation
Jack Mimoun et les secrets de Val Verde,2022,https://www.senscritique.com/film/jack_mimoun_et_les_secrets_de_val_verde/45462253,5/10,
L'Innocent,2022,https://www.senscritique.com/film/l_innocent/46766986,5/10,
Les Éternels,2021,https://www.senscritique.com/film/les_eternels/33796442,4/10,
Couleurs de l'incendie,2022,https://www.senscritique.com/film/couleurs_de_l_incendie/45598011,7/10,
The Whale,2022,https://www.senscritique.com/film/the_whale/43807211,7/10,
The Heroic Trio,1993,https://www.senscritique.com/film/the_heroic_trio/486038,5/10,
Basic Instinct,1992,https://www.senscritique.com/film/basic_instinct/461831,8/10,
Les Trois Mousquetaires - D'Artagnan,2023,https://www.senscritique.com/film/les_trois_mousquetaires_d_artagnan/43517609,6/10,
Zack Snyder's Justice League,2021,https://www.senscritique.com/film/zack_snyder_s_justice_league/43812602,6/10,
Le Dernier Monde cannibale,1977,https://www.senscritique.com/film/le_dernier_monde_cannibale/447847,6/10,
Tais-toi !,2003,https://www.senscritique.com/film/tais_toi/361958,5/10,
Une bataille après l'autre,,https://www.senscritique.com/film/une_bataille_apres_l_autre/72691307,,
Avatar - De Feu et de Cendres,,https://www.senscritique.com/film/avatar_de_feu_et_de_cendres/402589,,
"Super Mario Bros, le film",2023,https://www.senscritique.com/film/super_mario_bros_le_film/29306074,6/10,
Incroyable mais vrai,2022,https://www.senscritique.com/film/incroyable_mais_vrai/42246758,6/10,
Fumer fait tousser,2022,https://www.senscritique.com/film/fumer_fait_tousser/45419364,6/10,
Under the Silver Lake,2018,https://www.senscritique.com/film/under_the_silver_lake/21077620,7/10,
Rocky IV: Rocky vs Drago - The Ultimate Director's Cut,2021,https://www.senscritique.com/film/rocky_iv_rocky_vs_drago_the_ultimate_director_s_cut/44628137,6/10,
Creed - L'Héritage de Rocky Balboa,2015,https://www.senscritique.com/film/creed_l_heritage_de_rocky_balboa/10874045,6/10,
Creed II,2018,https://www.senscritique.com/film/creed_ii/19494163,6/10,
Creed III,2023,https://www.senscritique.com/film/creed_iii/41421884,6/10,
Un pont trop loin,1977,https://www.senscritique.com/film/un_pont_trop_loin/462291,5/10,
Jumeaux… mais pas trop !,2022,https://www.senscritique.com/film/jumeaux_mais_pas_trop/45571834,4/10,
John Rambo - Director's Cut,2010,https://www.senscritique.com/film/john_rambo_director_s_cut/45596004,5/10,
Le Jeu,2018,https://www.senscritique.com/film/le_jeu/28177498,4/10,
Rambo: Last Blood,2019,https://www.senscritique.com/film/rambo_last_blood/33124218,5/10,
Donjons & Dragons - L'Honneur des voleurs,2023,https://www.senscritique.com/film/donjons_dragons_l_honneur_des_voleurs/17236869,6/10,
"Sakra, la légende des demis-dieux",2023,https://www.senscritique.com/film/sakra_la_legende_des_demis_dieux/54180475,4/10,
Misanthrope,2023,https://www.senscritique.com/film/misanthrope/45640460,6/10,
Youssef Salem a du succès,2022,https://www.senscritique.com/film/youssef_salem_a_du_succes/46766984,6/10,
Dheepan,2015,https://www.senscritique.com/film/dheepan/11501058,7/10,
Tetris,2023,https://www.senscritique.com/film/tetris/42676355,6/10,
Evil Dead Rise,2023,https://www.senscritique.com/film/evil_dead_rise/42364766,3/10,
Indiana Jones et le cadran de la destinée,2023,https://www.senscritique.com/film/indiana_jones_et_le_cadran_de_la_destinee/11900234,6/10,
Asteroid City,2023,https://www.senscritique.com/film/asteroid_city/44894528,7/10,
Alibi.com 2,2023,https://www.senscritique.com/film/alibi_com_2/46531865,4/10,
Les Petites Victoires,2022,https://www.senscritique.com/film/les_petites_victoires/47997269,6/10,
Un homme heureux,2022,https://www.senscritique.com/film/un_homme_heureux/45159043,5/10,
Mon crime,2022,https://www.senscritique.com/film/mon_crime/47735813,7/10,
Master Gardener,2022,https://www.senscritique.com/film/master_gardener/45502589,6/10,
Les Quatre Filles du docteur March,1994,https://www.senscritique.com/film/les_quatre_filles_du_docteur_march/453109,7/10,
Le Parfum vert,2022,https://www.senscritique.com/film/le_parfum_vert/45440633,5/10,
Rien à foutre,2021,https://www.senscritique.com/film/rien_a_foutre/44862828,6/10,
TÁR,2022,https://www.senscritique.com/film/tar/45408140,7/10,
Mission: Impossible - Dead Reckoning,2023,https://www.senscritique.com/film/mission_impossible_dead_reckoning_partie_1/36123767,7/10,
La Rumeur,1961,https://www.senscritique.com/film/la_rumeur/493749,7/10,
The Nice Guys,2016,https://www.senscritique.com/film/the_nice_guys/11798065,6/10,
Une belle équipe,2020,https://www.senscritique.com/film/une_belle_equipe/39872534,4/10,
The First Slam Dunk,2022,https://www.senscritique.com/film/the_first_slam_dunk/45449890,7/10,
Le Convoi de la peur,1977,https://www.senscritique.com/film/le_convoi_de_la_peur/436936,7/10,
2010 : L'Année du premier contact,1984,https://www.senscritique.com/film/2010_l_annee_du_premier_contact/404933,6/10,
Oppenheimer,2023,https://www.senscritique.com/film/oppenheimer/45419890,7/10,
Police fédérale - Los Angeles,1985,https://www.senscritique.com/film/police_federale_los_angeles/378769,7/10,"Pour Willem Dafoe jeune, pour la BO..."
Reality,2022,https://www.senscritique.com/film/reality/47811884,5/10,
Showgirls,1995,https://www.senscritique.com/film/showgirls/468358,6/10,
Barbie,2023,https://www.senscritique.com/film/barbie/16910804,7/10,
C'est la vie,2020,https://www.senscritique.com/film/c_est_la_vie/40198096,5/10,
En eaux très troubles,2023,https://www.senscritique.com/film/en_eaux_tres_troubles/38080733,3/10,
La Beauté du geste,2022,https://www.senscritique.com/film/la_beaute_du_geste/46699576,7/10,
Anatomie d'une chute,2023,https://www.senscritique.com/film/anatomie_d_une_chute/45236974,7/10,
Sentinelle,2023,https://www.senscritique.com/film/sentinelle/56366944,5/10,
La Nuée,2020,https://www.senscritique.com/film/la_nuee/39761369,6/10,
Past Lives - Nos vies d’avant,2023,https://www.senscritique.com/film/past_lives_nos_vies_davant/46624534,7/10,
Un métier sérieux,2023,https://www.senscritique.com/film/un_metier_serieux/46531986,6/10,
Les Chatouilles,2018,https://www.senscritique.com/film/les_chatouilles/24687918,6/10,
God of Gamblers,1989,https://www.senscritique.com/film/god_of_gamblers/467457,7/10,"Pour Willem Dafoe jeune, pour la BO..."
God of Gamblers II,1990,https://www.senscritique.com/film/god_of_gamblers_ii/386379,5/10,
Scream VI,2023,https://www.senscritique.com/film/scream_vi/46468560,4/10,
Renfield,2023,https://www.senscritique.com/film/renfield/44661314,5/10,
Mascarade,2022,https://www.senscritique.com/film/mascarade/44743286,7/10,
Crawl,2019,https://www.senscritique.com/film/crawl/38647709,5/10,
Mamma Mia! Here We Go Again,2018,https://www.senscritique.com/film/mamma_mia_here_we_go_again/25357810,4/10,
Élémentaire,2023,https://www.senscritique.com/film/elementaire/47730471,7/10,
65 - La Terre d'avant,2023,https://www.senscritique.com/film/65_la_terre_d_avant/44158554,4/10,Vu sans le son...
Le Livre des solutions,2023,https://www.senscritique.com/film/le_livre_des_solutions/45456787,7/10,
The Creator,2023,https://www.senscritique.com/film/the_creator/41297952,5/10,
Beastie Boys Story,2020,https://www.senscritique.com/film/beastie_boys_story/41544247,7/10,
Bonne conduite,2023,https://www.senscritique.com/film/bonne_conduite/47350862,6/10,
Aberdeen,2014,https://www.senscritique.com/film/aberdeen/11283845,7/10,
The Killer,2023,https://www.senscritique.com/film/the_killer/32822859,7/10,
Jeune & Jolie,2013,https://www.senscritique.com/film/jeune_jolie/8388748,6/10,
Jericho Ridge,2022,https://www.senscritique.com/film/jericho_ridge/57030628,6/10,
Ça tourne à Séoul ! Cobweb,2023,https://www.senscritique.com/film/ca_tourne_a_seoul_cobweb/49039125,6/10,
Le Garçon et le Héron,2023,https://www.senscritique.com/film/le_garcon_et_le_heron/28406348,,"Ai somnolé pendant tout le ""2e film"" !! Besoin d'un revisionnage pour comprendre le film :-)"
On the Edge,2006,https://www.senscritique.com/film/on_the_edge/375399,8/10,
Yannick,2023,https://www.senscritique.com/film/yannick/56519468,8/10,
Les Aventures de Denchu Kozo,1987,https://www.senscritique.com/film/the_adventures_of_denchu_kozo/400482,5/10,
On a échangé nos Noëls,2018,https://www.senscritique.com/film/on_a_echange_nos_noels/29266596,4/10,"Honnêtement, c'est mauvais, même pour un ""film"" de Noël 😅 Peut-être justement parce que ça manque de magie de Noël pour faire passer la pilule."
Le Fabuleux Noël de Zoey,2021,https://www.senscritique.com/film/le_fabuleux_noel_de_zoey/45506576,7/10,"Ouais c'est un téléfilm, et alors !!"
Le Monde après nous,2023,https://www.senscritique.com/film/le_monde_apres_nous/45425421,6/10,
Perfect Days,2023,https://www.senscritique.com/film/perfect_days/55674665,8/10,
Ce que veulent les hommes,2019,https://www.senscritique.com/film/ce_que_veulent_les_hommes/34171851,3/10,
Les Trois Mousquetaires - Milady,2023,https://www.senscritique.com/film/les_trois_mousquetaires_milady/43517612,5/10,
